Sentence_ID	Token	BIO_Tag
228	during	O
228	the	O
228	last	O
228	MRI	O
228	.	O
		
418	A	O
418	recent	O
418	echocardiogram	O
418	of	O
418	the	O
418	lumbar	O
418	spine	O
418	confirmed	O
418	the	O
418	presence	O
418	of	O
418	psoriasis	B-DISEASE
418	.	O
		
204	Patient	O
204	is	O
204	currently	O
204	on	O
204	Atorvastatin	B-CHEMICAL
204	for	O
204	the	O
204	management	O
204	of	O
204	celiac	B-DISEASE
204	disease	I-DISEASE
204	.	O
		
127	Patient	O
127	is	O
127	currently	O
127	on	O
127	Aspirin	B-CHEMICAL
127	for	O
127	the	O
127	management	O
127	of	O
127	migraine	B-DISEASE
127	.	O
		
330	A	O
330	recent	O
330	endoscopy	O
330	of	O
330	the	O
330	left	O
330	eye	O
330	confirmed	O
330	the	O
330	presence	O
330	of	O
330	chronic	B-DISEASE
330	kidney	I-DISEASE
330	disease	I-DISEASE
330	.	O
		
32	The	O
32	use	O
32	of	O
32	Salbutamol	B-CHEMICAL
32	as	O
32	needed	O
32	is	O
32	recommended	O
32	for	O
32	the	O
32	control	O
32	of	O
32	asthma	B-DISEASE
32	attacks	O
32	.	O
		
114	The	O
114	patient	O
114	presents	O
114	with	O
114	symptoms	O
114	indicative	O
114	of	O
114	major	O
114	depressive	B-DISEASE
114	disorder	I-DISEASE
114	.	O
114	Treatment	O
114	with	O
114	Metformin	B-CHEMICAL
114	is	O
114	recommended	O
114	.	O
		
471	Emergency	O
471	EEG	O
471	was	O
471	performed	O
471	on	O
471	the	O
471	liver	O
471	due	O
471	to	O
471	suspected	O
471	hypertension	B-DISEASE
471	.	O
		
272	Discharged	O
272	with	O
272	a	O
272	prescription	O
272	for	O
272	Pantoprazole	B-CHEMICAL
272	and	O
272	instructions	O
272	to	O
272	return	O
272	if	O
272	rheumatoid	B-DISEASE
272	arthritis	I-DISEASE
272	symptoms	O
272	persist	O
272	.	O
		
141	Scheduled	O
141	a	O
141	follow-up	O
141	blood	O
141	chemistry	O
141	panel	O
141	to	O
141	monitor	O
141	the	O
141	condition	O
141	of	O
141	the	O
141	abdomen	O
141	.	O
		
58	On	O
58	cardiac	O
58	auscultation	O
58	,	O
58	a	O
58	3/6	O
58	systolic	O
58	murmur	O
58	is	O
58	appreciated	O
58	over	O
58	the	O
58	mitral	O
58	focus	O
58	.	O
		
193	Scheduled	O
193	a	O
193	follow-up	O
193	echocardiogram	O
193	to	O
193	monitor	O
193	the	O
193	condition	O
193	of	O
193	the	O
193	cervical	O
193	spine	O
193	.	O
		
25	Patient	O
25	admitted	O
25	for	O
25	new-onset	O
25	atrial	B-DISEASE
25	fibrillation	I-DISEASE
25	,	O
25	Heparin	B-CHEMICAL
25	therapy	O
25	is	O
25	initiated	O
25	.	O
		
18	An	O
18	abdominal	O
18	ultrasound	O
18	is	O
18	scheduled	O
18	for	O
18	the	O
18	evaluation	O
18	of	O
18	suspected	O
18	gallstones	B-DISEASE
18	.	O
		
266	Advised	O
266	the	O
266	patient	O
266	to	O
266	increase	O
266	dosage	O
266	of	O
266	Sertraline	B-CHEMICAL
266	due	O
266	to	O
266	worsening	O
266	migraine	B-DISEASE
266	.	O
		
67	Administered	O
67	morphine	B-CHEMICAL
67	10	O
67	mg	O
67	subcutaneously	O
67	for	O
67	oncological	O
67	pain	B-DISEASE
67	control	O
67	.	O
		
209	Patient	O
209	denies	O
209	any	O
209	history	O
209	of	O
209	hyperlipidemia	B-DISEASE
209	but	O
209	reports	O
209	mild	O
209	discomfort	O
209	in	O
209	the	O
209	lumbar	O
209	spine	O
209	.	O
		
480	Advised	O
480	the	O
480	patient	O
480	to	O
480	increase	O
480	dosage	O
480	of	O
480	Ibuprofen	B-CHEMICAL
480	due	O
480	to	O
480	worsening	O
480	COPD	B-DISEASE
480	.	O
		
95	Erythematous-desquamative	O
95	lesion	O
95	on	O
95	the	O
95	scalp	O
95	compatible	O
95	with	O
95	psoriasis	B-DISEASE
95	.	O
		
254	Patient	O
254	is	O
254	currently	O
254	on	O
254	Amoxicillin	B-CHEMICAL
254	for	O
254	the	O
254	management	O
254	of	O
254	major	O
254	depressive	B-DISEASE
254	disorder	I-DISEASE
254	.	O
		
267	Discharged	O
267	with	O
267	a	O
267	prescription	O
267	for	O
267	Sertraline	B-CHEMICAL
267	and	O
267	instructions	O
267	to	O
267	return	O
267	if	O
267	chronic	B-DISEASE
267	kidney	I-DISEASE
267	disease	I-DISEASE
267	symptoms	O
267	persist	O
267	.	O
		
24	Abdominal	O
24	physical	O
24	examination	O
24	reveals	O
24	pain	B-DISEASE
24	on	O
24	palpation	O
24	in	O
24	the	O
24	right	O
24	lower	O
24	quadrant	O
24	.	O
		
223	The	O
223	EEG	O
223	revealed	O
223	abnormalities	O
223	in	O
223	the	O
223	left	O
223	eye	O
223	,	O
223	suggesting	O
223	early-stage	O
223	hypertension	B-DISEASE
223	.	O
		
262	A	O
262	recent	O
262	X-ray	O
262	of	O
262	the	O
262	left	O
262	knee	O
262	confirmed	O
262	the	O
262	presence	O
262	of	O
262	osteoarthritis	B-DISEASE
262	.	O
		
427	No	O
427	evidence	O
427	of	O
427	bronchial	B-DISEASE
427	asthma	I-DISEASE
427	was	O
427	found	O
427	during	O
427	the	O
427	last	O
427	blood	O
427	chemistry	O
427	panel	O
427	.	O
		
6	No	O
6	signs	O
6	of	O
6	adverse	O
6	reaction	O
6	to	O
6	Trastuzumab	B-CHEMICAL
6	emtansine	I-CHEMICAL
6	during	O
6	the	O
6	last	O
6	chemotherapy	O
6	cycle	O
6	.	O
		
117	Emergency	O
117	EEG	O
117	was	O
117	performed	O
117	on	O
117	the	O
117	abdomen	O
117	due	O
117	to	O
117	suspected	O
117	major	O
117	depressive	B-DISEASE
117	disorder	I-DISEASE
117	.	O
		
46	Patient	O
46	discharged	O
46	with	O
46	a	O
46	diagnosis	O
46	of	O
46	spontaneously	O
46	resolved	O
46	renal	B-DISEASE
46	colic	I-DISEASE
46	.	O
		
17	Fasting	O
17	blood	O
17	glucose	B-CHEMICAL
17	level	O
17	is	O
17	140	B-CHEMICAL
17	mg/dL	O
17	,	O
17	confirming	O
17	hyperglycemia	B-DISEASE
17	.	O
		
463	Patient	O
463	denies	O
463	any	O
463	history	O
463	of	O
463	atrial	B-DISEASE
463	fibrillation	I-DISEASE
463	but	O
463	reports	O
463	mild	O
463	discomfort	O
463	in	O
463	the	O
463	left	O
463	eye	O
463	.	O
		
358	No	O
358	evidence	O
358	of	O
358	migraine	B-DISEASE
358	was	O
358	found	O
358	during	O
358	the	O
358	last	O
358	ECG	O
358	.	O
		
4	Patient	O
4	intubated	O
4	due	O
4	to	O
4	severe	O
4	respiratory	B-DISEASE
4	complications	I-DISEASE
4	from	O
4	COVID-19	O
4	in	O
4	the	O
4	intensive	O
4	care	O
4	unit	O
4	.	O
		
219	No	O
219	evidence	O
219	of	O
219	hypothyroidism	B-DISEASE
219	was	O
219	found	O
219	during	O
219	the	O
219	last	O
219	MRI	O
219	.	O
		
406	A	O
406	recent	O
406	echocardiogram	O
406	of	O
406	the	O
406	kidneys	O
406	confirmed	O
406	the	O
406	presence	O
406	of	O
406	rheumatoid	B-DISEASE
406	arthritis	I-DISEASE
406	.	O
		
61	No	O
61	focal	O
61	neurological	B-DISEASE
61	deficit	I-DISEASE
61	involving	O
61	the	O
61	cranial	O
61	nerves	O
61	.	O
		
111	A	O
111	recent	O
111	CT	O
111	scan	O
111	of	O
111	the	O
111	brain	O
111	confirmed	O
111	the	O
111	presence	O
111	of	O
111	osteoarthritis	B-DISEASE
111	.	O
		
319	Patient	O
319	denies	O
319	any	O
319	history	O
319	of	O
319	type	O
319	2	O
319	diabetes	B-DISEASE
319	but	O
319	reports	O
319	mild	O
319	discomfort	O
319	in	O
319	the	O
319	left	O
319	eye	O
319	.	O
		
429	Scheduled	O
429	a	O
429	follow-up	O
429	CT	O
429	scan	O
429	to	O
429	monitor	O
429	the	O
429	condition	O
429	of	O
429	the	O
429	brain	O
429	.	O
		
30	Echo-color	O
30	Doppler	O
30	of	O
30	the	O
30	supra-aortic	O
30	trunks	O
30	reveals	O
30	bilateral	O
30	atheromatous	B-DISEASE
30	plaques	O
30	.	O
		
438	Advised	O
438	the	O
438	patient	O
438	to	O
438	increase	O
438	dosage	O
438	of	O
438	Sertraline	B-CHEMICAL
438	due	O
438	to	O
438	worsening	O
438	gastric	B-DISEASE
438	ulcer	I-DISEASE
438	.	O
		
472	Patient	O
472	denies	O
472	any	O
472	history	O
472	of	O
472	gastric	B-DISEASE
472	ulcer	I-DISEASE
472	but	O
472	reports	O
472	mild	O
472	discomfort	O
472	in	O
472	the	O
472	right	O
472	lung	O
472	.	O
		
27	Suspected	O
27	open-angle	B-DISEASE
27	glaucoma	I-DISEASE
27	,	O
27	thorough	O
27	ophthalmological	O
27	examination	O
27	required	O
27	.	O
		
8	The	O
8	complete	O
8	blood	O
8	count	O
8	(	O
8	CBC	O
8	)	O
8	is	O
8	normal	O
8	,	O
8	proceeding	O
8	with	O
8	evaluation	O
8	for	O
8	discharge	O
8	.	O
		
454	Emergency	O
454	X-ray	O
454	was	O
454	performed	O
454	on	O
454	the	O
454	right	O
454	shoulder	O
454	due	O
454	to	O
454	suspected	O
454	type	B-DISEASE
454	2	I-DISEASE
454	diabetes	I-DISEASE
454	.	O
		
109	Patient	O
109	denies	O
109	any	O
109	history	O
109	of	O
109	hypothyroidism	B-DISEASE
109	but	O
109	reports	O
109	mild	O
109	discomfort	O
109	in	O
109	the	O
109	right	O
109	lung	O
109	.	O
		
38	Colonoscopy	O
38	performed	O
38	with	O
38	excision	O
38	of	O
38	a	O
38	sessile	O
38	polyp	B-DISEASE
38	of	I-DISEASE
38	the	I-DISEASE
38	sigmoid	I-DISEASE
38	colon	I-DISEASE
38	.	O
		
158	Advised	O
158	the	O
158	patient	O
158	to	O
158	increase	O
158	dosage	O
158	of	O
158	Albuterol	B-CHEMICAL
158	due	O
158	to	O
158	worsening	O
158	major	O
158	depressive	B-DISEASE
158	disorder	I-DISEASE
158	.	O
		
490	Patient	O
490	denies	O
490	any	O
490	history	O
490	of	O
490	major	O
490	depressive	B-DISEASE
490	disorder	I-DISEASE
490	but	O
490	reports	O
490	mild	O
490	discomfort	O
490	in	O
490	the	O
490	abdomen	O
490	.	O
		
119	The	O
119	biopsy	O
119	revealed	O
119	abnormalities	O
119	in	O
119	the	O
119	chest	O
119	,	O
119	suggesting	O
119	early-stage	O
119	anemia	B-DISEASE
119	.	O
		
115	A	O
115	recent	O
115	spirometry	O
115	of	O
115	the	O
115	thyroid	O
115	gland	O
115	confirmed	O
115	the	O
115	presence	O
115	of	O
115	chronic	B-DISEASE
115	kidney	I-DISEASE
115	disease	I-DISEASE
115	.	O
		
176	Patient	O
176	is	O
176	currently	O
176	on	O
176	Omeprazole	B-CHEMICAL
176	for	O
176	the	O
176	management	O
176	of	O
176	chronic	B-DISEASE
176	kidney	I-DISEASE
176	disease	I-DISEASE
176	.	O
		
374	Emergency	O
374	colonoscopy	O
374	was	O
374	performed	O
374	on	O
374	the	O
374	brain	O
374	due	O
374	to	O
374	suspected	O
374	celiac	B-DISEASE
374	disease	I-DISEASE
374	.	O
		
182	Patient	O
182	denies	O
182	any	O
182	history	O
182	of	O
182	hyperlipidemia	B-DISEASE
182	but	O
182	reports	O
182	mild	O
182	discomfort	O
182	in	O
182	the	O
182	chest	O
182	.	O
		
145	Emergency	O
145	ultrasound	O
145	was	O
145	performed	O
145	on	O
145	the	O
145	abdomen	O
145	due	O
145	to	O
145	suspected	O
145	hypothyroidism	B-DISEASE
145	.	O
		
370	Scheduled	O
370	a	O
370	follow-up	O
370	X-ray	O
370	to	O
370	monitor	O
370	the	O
370	condition	O
370	of	O
370	the	O
370	left	O
370	knee	O
370	.	O
		
391	Scheduled	O
391	a	O
391	follow-up	O
391	spirometry	O
391	to	O
391	monitor	O
391	the	O
391	condition	O
391	of	O
391	the	O
391	abdomen	O
391	.	O
		
196	No	O
196	evidence	O
196	of	O
196	migraine	B-DISEASE
196	was	O
196	found	O
196	during	O
196	the	O
196	last	O
196	EEG	O
196	.	O
		
405	Scheduled	O
405	a	O
405	follow-up	O
405	colonoscopy	O
405	to	O
405	monitor	O
405	the	O
405	condition	O
405	of	O
405	the	O
405	chest	O
405	.	O
		
276	A	O
276	recent	O
276	MRI	O
276	of	O
276	the	O
276	right	O
276	lung	O
276	confirmed	O
276	the	O
276	presence	O
276	of	O
276	bronchial	O
276	asthma	O
276	.	O
		
455	A	O
455	recent	O
455	MRI	O
455	of	O
455	the	O
455	right	O
455	lung	O
455	confirmed	O
455	the	O
455	presence	O
455	of	O
455	celiac	B-DISEASE
455	disease	I-DISEASE
455	.	O
		
142	Discharged	O
142	with	O
142	a	O
142	prescription	O
142	for	O
142	Amoxicillin	B-CHEMICAL
142	and	O
142	instructions	O
142	to	O
142	return	O
142	if	O
142	major	O
142	depressive	B-DISEASE
142	disorder	I-DISEASE
142	symptoms	O
142	persist	O
142	.	O
		
366	Patient	O
366	is	O
366	currently	O
366	on	O
366	Ibuprofen	B-CHEMICAL
366	for	O
366	the	O
366	management	O
366	of	O
366	hyperlipidemia	B-DISEASE
366	.	O
		
68	Transaminases	O
68	(	O
68	AST/ALT	O
68	)	O
68	are	O
68	severely	O
68	elevated	O
68	,	O
68	suspected	O
68	acute	O
68	hepatitis	B-DISEASE
68	.	O
		
211	Discharged	O
211	with	O
211	a	O
211	prescription	O
211	for	O
211	Sertraline	B-CHEMICAL
211	and	O
211	instructions	O
211	to	O
211	return	O
211	if	O
211	chronic	B-DISEASE
211	kidney	I-DISEASE
211	disease	I-DISEASE
211	symptoms	O
211	persist	O
211	.	O
		
169	Scheduled	O
169	a	O
169	follow-up	O
169	MRI	O
169	to	O
169	monitor	O
169	the	O
169	condition	O
169	of	O
169	the	O
169	left	O
169	knee	O
169	.	O
		
494	Scheduled	O
494	a	O
494	follow-up	O
494	endoscopy	O
494	to	O
494	monitor	O
494	the	O
494	condition	O
494	of	O
494	the	O
494	kidneys	O
494	.	O
		
376	Patient	O
376	is	O
376	currently	O
376	on	O
376	Lisinopril	B-CHEMICAL
376	for	O
376	the	O
376	management	O
376	of	O
376	anemia	B-DISEASE
376	.	O
		
401	The	O
401	colonoscopy	O
401	revealed	O
401	abnormalities	O
401	in	O
401	the	O
401	left	O
401	knee	O
401	,	O
401	suggesting	O
401	early-stage	O
401	hyperlipidemia	B-DISEASE
401	.	O
		
273	Emergency	O
273	spirometry	O
273	was	O
273	performed	O
273	on	O
273	the	O
273	left	O
273	knee	O
273	due	O
273	to	O
273	suspected	O
273	chronic	B-DISEASE
273	kidney	I-DISEASE
273	disease	I-DISEASE
273	.	O
		
110	Emergency	O
110	colonoscopy	O
110	was	O
110	performed	O
110	on	O
110	the	O
110	brain	O
110	due	O
110	to	O
110	suspected	O
110	pneumonia	B-DISEASE
110	.	O
		
249	The	O
249	patient	O
249	presents	O
249	with	O
249	symptoms	O
249	indicative	O
249	of	O
249	pneumonia	B-DISEASE
249	.	O
249	Treatment	O
249	with	O
249	Ibuprofen	B-CHEMICAL
249	is	O
249	recommended	O
249	.	O
		
146	No	O
146	evidence	O
146	of	O
146	type	B-DISEASE
146	2	I-DISEASE
146	diabetes	I-DISEASE
146	was	O
146	found	O
146	during	O
146	the	O
146	last	O
146	blood	O
146	chemistry	O
146	panel	O
146	.	O
		
93	No	O
93	pulsating	O
93	abdominal	O
93	masses	O
93	suggestive	O
93	of	O
93	aortic	B-DISEASE
93	aneurysm	I-DISEASE
93	are	O
93	appreciated	O
93	.	O
		
153	Patient	O
153	is	O
153	currently	O
153	on	O
153	Atorvastatin	B-CHEMICAL
153	for	O
153	the	O
153	management	O
153	of	O
153	major	O
153	depressive	B-DISEASE
153	disorder	I-DISEASE
153	.	O
		
368	No	O
368	evidence	O
368	of	O
368	atrial	B-DISEASE
368	fibrillation	I-DISEASE
368	was	O
368	found	O
368	during	O
368	the	O
368	last	O
368	colonoscopy	O
368	.	O
		
468	Patient	O
468	denies	O
468	any	O
468	history	O
468	of	O
468	COPD	B-DISEASE
468	but	O
468	reports	O
468	mild	O
468	discomfort	O
468	in	O
468	the	O
468	kidneys	O
468	.	O
		
84	Obese	O
84	patient	O
84	(	O
84	BMI	O
84	35	O
84	)	O
84	with	O
84	obstructive	B-DISEASE
84	sleep	I-DISEASE
84	apnea	I-DISEASE
84	syndrome	I-DISEASE
84	(	O
84	OSAS	B-DISEASE
84	)	O
84	.	O
		
246	No	O
246	evidence	O
246	of	O
246	gastric	B-DISEASE
246	ulcer	I-DISEASE
246	was	O
246	found	O
246	during	O
246	the	O
246	last	O
246	X-ray	O
246	.	O
		
166	The	O
166	patient	O
166	presents	O
166	with	O
166	symptoms	O
166	indicative	O
166	of	O
166	celiac	B-DISEASE
166	disease	I-DISEASE
166	.	O
166	Treatment	O
166	with	O
166	Levothyroxine	B-CHEMICAL
166	is	O
166	recommended	O
166	.	O
		
164	Discharged	O
164	with	O
164	a	O
164	prescription	O
164	for	O
164	Metformin	B-CHEMICAL
164	and	O
164	instructions	O
164	to	O
164	return	O
164	if	O
164	rheumatoid	B-DISEASE
164	arthritis	I-DISEASE
164	symptoms	O
164	persist	O
164	.	O
		
200	Advised	O
200	the	O
200	patient	O
200	to	O
200	increase	O
200	dosage	O
200	of	O
200	Lisinopril	B-CHEMICAL
200	due	O
200	to	O
200	worsening	O
200	hypothyroidism	B-DISEASE
200	.	O
		
229	The	O
229	patient	O
229	presents	O
229	with	O
229	symptoms	O
229	indicative	O
229	of	O
229	type	O
229	2	O
229	diabetes	B-DISEASE
229	.	O
229	Treatment	O
229	with	O
229	Amoxicillin	B-CHEMICAL
229	is	O
229	recommended	O
229	.	O
		
75	The	O
75	sister	O
75	was	O
75	recently	O
75	diagnosed	O
75	with	O
75	celiac	B-DISEASE
75	disease	I-DISEASE
75	.	O
		
479	The	O
479	patient	O
479	presents	O
479	with	O
479	symptoms	O
479	indicative	O
479	of	O
479	migraine	B-DISEASE
479	.	O
479	Treatment	O
479	with	O
479	Albuterol	B-CHEMICAL
479	is	O
479	recommended	O
479	.	O
		
359	A	O
359	recent	O
359	biopsy	O
359	of	O
359	the	O
359	thyroid	O
359	gland	O
359	confirmed	O
359	the	O
359	presence	O
359	of	O
359	bronchial	O
359	asthma	O
359	.	O
		
251	Scheduled	O
251	a	O
251	follow-up	O
251	EEG	O
251	to	O
251	monitor	O
251	the	O
251	condition	O
251	of	O
251	the	O
251	chest	O
251	.	O
		
120	Scheduled	O
120	a	O
120	follow-up	O
120	EEG	O
120	to	O
120	monitor	O
120	the	O
120	condition	O
120	of	O
120	the	O
120	left	O
120	knee	O
120	.	O
		
311	Advised	O
311	the	O
311	patient	O
311	to	O
311	increase	O
311	dosage	O
311	of	O
311	Sertraline	B-CHEMICAL
311	due	O
311	to	O
311	worsening	O
311	hypertension	B-DISEASE
311	.	O
		
300	A	O
300	recent	O
300	ECG	O
300	of	O
300	the	O
300	left	O
300	knee	O
300	confirmed	O
300	the	O
300	presence	O
300	of	O
300	gastric	O
300	ulcer	B-DISEASE
300	.	O
		
256	The	O
256	echocardiogram	O
256	revealed	O
256	abnormalities	O
256	in	O
256	the	O
256	lumbar	O
256	spine	O
256	,	O
256	suggesting	O
256	early-stage	O
256	psoriasis	B-DISEASE
256	.	O
		
355	Advised	O
355	the	O
355	patient	O
355	to	O
355	increase	O
355	dosage	O
355	of	O
355	Ibuprofen	B-CHEMICAL
355	due	O
355	to	O
355	worsening	O
355	anemia	B-DISEASE
355	.	O
		
400	The	O
400	patient	O
400	presents	O
400	with	O
400	symptoms	O
400	indicative	O
400	of	O
400	bronchial	B-DISEASE
400	asthma	I-DISEASE
400	.	O
400	Treatment	O
400	with	O
400	Gabapentin	B-CHEMICAL
400	is	O
400	recommended	O
400	.	O
		
226	Scheduled	O
226	a	O
226	follow-up	O
226	CT	O
226	scan	O
226	to	O
226	monitor	O
226	the	O
226	condition	O
226	of	O
226	the	O
226	abdomen	O
226	.	O
		
354	Emergency	O
354	CT	O
354	scan	O
354	was	O
354	performed	O
354	on	O
354	the	O
354	brain	O
354	due	O
354	to	O
354	suspected	O
354	pneumonia	B-DISEASE
354	.	O
		
235	Patient	O
235	is	O
235	currently	O
235	on	O
235	Omeprazole	B-CHEMICAL
235	for	O
235	the	O
235	management	O
235	of	O
235	osteoarthritis	B-DISEASE
235	.	O
		
383	No	O
383	evidence	O
383	of	O
383	type	B-DISEASE
383	2	I-DISEASE
383	diabetes	I-DISEASE
383	was	O
383	found	O
383	during	O
383	the	O
383	last	O
383	X-ray	O
383	.	O
		
275	The	O
275	biopsy	O
275	revealed	O
275	abnormalities	O
275	in	O
275	the	O
275	right	O
275	shoulder	O
275	,	O
275	suggesting	O
275	early-stage	O
275	hypothyroidism	B-DISEASE
275	.	O
		
37	A	O
37	picture	O
37	of	O
37	subclinical	O
37	hypothyroidism	B-DISEASE
37	is	O
37	noted	O
37	,	O
37	replacement	O
37	therapy	O
37	is	O
37	not	O
37	recommended	O
37	at	O
37	present	O
37	.	O
		
197	Emergency	O
197	echocardiogram	O
197	was	O
197	performed	O
197	on	O
197	the	O
197	left	O
197	knee	O
197	due	O
197	to	O
197	suspected	O
197	gastric	B-DISEASE
197	ulcer	I-DISEASE
197	.	O
		
140	Patient	O
140	denies	O
140	any	O
140	history	O
140	of	O
140	chronic	B-DISEASE
140	kidney	I-DISEASE
140	disease	I-DISEASE
140	but	O
140	reports	O
140	mild	O
140	discomfort	O
140	in	O
140	the	O
140	thyroid	O
140	gland	O
140	.	O
		
365	Patient	O
365	denies	O
365	any	O
365	history	O
365	of	O
365	major	O
365	depressive	B-DISEASE
365	disorder	I-DISEASE
365	but	O
365	reports	O
365	mild	O
365	discomfort	O
365	in	O
365	the	O
365	brain	O
365	.	O
		
245	The	O
245	patient	O
245	presents	O
245	with	O
245	symptoms	O
245	indicative	O
245	of	O
