Sentence_ID	Token	BIO_Tag
36	deceduta	O
36	per	O
36	carcinoma	O
36	ovarico	O
36	all'	O
36	età	O
36	di	O
36	50	O
36	anni	O
36	.	O
		
37	Si	O
37	rileva	O
37	un	O
37	quadro	O
37	di	O
37	ipotiroidismo	O
37	subclinico	O
37	,	O
37	al	O
37	momento	O
37	non	O
37	si	O
37	consiglia	O
37	terapia	O
37	sostitutiva	O
37	.	O
		
38	Eseguita	O
38	colonscopia	O
38	con	O
38	asportazione	O
38	di	O
38	polipo	O
38	sessile	O
38	del	O
38	sigma	O
38	.	O
		
39	Prescritta	O
39	Amoxicillina	O
39	+	O
39	Acido	B-DRUG
39	Clavulanico	I-DRUG
39	per	O
39	6	O
39	giorni	O
39	per	O
39	sospetta	O
39	sinusite	O
39	batterica	O
39	.	O
		
40	Il	O
40	paziente	O
40	nega	O
40	consumo	O
40	di	O
40	alcolici	O
40	e	O
40	fumo	O
40	di	O
40	sigaretta	O
40	.	O
		
41	Si	O
41	sospetta	O
41	morbo	O
41	di	O
41	Crohn	O
41	,	O
41	indicato	O
41	esame	O
41	calprotectina	O
41	fecale	O
41	.	O
		
42	L'	O
42	elettroencefalogramma	O
42	(	O
42	EEG	O
42	)	O
42	mostra	O
42	un	O
42	tracciato	O
42	nei	O
42	limiti	O
42	della	O
42	norma	O
42	per	O
42	l'	O
42	età	O
42	.	O
		
43	Si	O
43	segnala	O
43	rash	O
43	cutaneo	O
43	diffuso	O
43	insorto	O
43	dopo	O
43	l'	O
43	assunzione	O
43	di	O
43	Penicillina	O
43	.	O
		
44	La	O
44	spirometria	O
44	documenta	O
44	un	O
44	deficit	O
44	ostruttivo	O
44	di	O
44	grado	O
44	moderato	O
44	.	O
		
45	Necessaria	O
45	valutazione	O
45	ortopedica	O
45	per	O
45	sospetta	O
45	rottura	O
45	del	O
45	menisco	O
45	mediale	O
45	del	O
45	ginocchio	O
45	sinistro	O
45	.	O
		
46	Paziente	O
46	dimesso	O
46	con	O
46	diagnosi	O
46	di	O
46	colica	O
46	renale	O
46	risolta	O
46	spontaneamente	O
46	.	O
		
47	Il	O
47	tampone	O
47	faringeo	O
47	è	O
47	negativo	O
47	per	O
47	ricerca	O
47	di	O
47	SARS-CoV-2	O
47	.	O
		
48	Eseguita	O
48	sutura	O
48	in	O
48	Pronto	O
48	Soccorso	O
48	per	O
48	ferita	O
48	lacero	O
48	-	O
48	contusa	O
48	all'	O
48	arcata	O
48	sopraccigliare	O
48	sinistra	O
48	.	O
		
49	Il	O
49	dosaggio	O
49	del	O
49	PSA	O
49	risulta	O
49	elevato	O
49	,	O
49	si	O
49	prenota	O
49	visita	O
49	urologica	O
49	.	O
		
50	Si	O
50	consiglia	O
50	dieta	O
50	iposodica	O
50	e	O
50	calo	O
50	ponderale	O
50	per	O
50	il	O
50	controllo	O
50	dei	O
50	valori	O
50	pressori	O
50	.	O
		
51	La	O
51	TC	O
51	torace	O
51	ad	O
51	alta	O
51	risoluzione	O
51	(	O
51	HRCT	O
51	)	O
51	evidenzia	O
51	multipli	O
51	noduli	O
51	polmonari	O
51	bilaterali	O
51	di	O
51	natura	O
51	da	O
51	determinare	O
51	.	O
		
52	Paziente	O
52	in	O
52	trattamento	O
52	cronico	O
52	con	O
52	Levotiroxina	O
52	100	O
52	mcg	O
52	per	O
52	tiroidite	O
52	di	O
52	Hashimoto	O
52	.	O
		
53	Si	O
53	esclude	O
53	la	O
53	presenza	O
53	di	O
53	versamento	O
53	pleurico	O
53	massivo	O
53	alla	O
53	base	O
53	sinistra	O
53	.	O
		
54	Il	O
54	nonno	O
54	paterno	O
54	soffriva	O
54	di	O
54	morbo	O
54	di	O
54	Alzheimer	O
54	severo	O
54	.	O
		
55	Assenza	O
55	di	O
55	linfoadenopatie	O
55	laterocervicali	O
55	o	O
55	sovraclaveari	O
55	palpabili	O
55	.	O
		
56	Indicata	O
56	risonanza	B-PROCEDURE
56	magnetica	I-PROCEDURE
56	encefalo	O
56	con	O
56	mezzo	O
56	di	O
56	contrasto	O
56	per	O
56	sospetto	O
56	meningioma	O
56	.	O
		
57	Il	O
57	paziente	O
57	rifiuta	O
57	l'	O
57	assunzione	O
57	di	O
57	antidepressivi	O
57	triciclici	O
57	nonostante	O
57	la	O
57	diagnosi	O
57	di	O
57	depressione	O
57	maggiore	O
57	.	O
		
58	All'	O
58	auscultazione	O
58	cardiaca	O
58	si	O
58	apprezza	O
58	soffio	O
58	sistolico	O
58	3/6	O
58	sul	O
58	focolaio	O
58	mitrialico	O
58	.	O
		
59	Terapia	O
59	antibiotica	O
59	empirica	O
59	iniziata	O
59	con	O
59	Ceftriaxone	O
59	2	O
59	g	O
59	ev	O
59	in	O
59	attesa	O
59	dell'	O
59	antibiogramma	O
59	.	O
		
60	Il	O
60	quadro	O
60	clinico	O
60	è	O
60	suggestivo	O
60	per	O
60	artrite	O
60	reumatoide	O
60	sieropositiva	O
60	.	O
		
61	Nessun	O
61	deficit	O
61	neurologico	O
61	focale	O
61	a	O
61	carico	O
61	dei	O
61	nervi	O
61	cranici	O
61	.	O
		
62	Si	O
62	consiglia	O
62	visita	O
62	dermatologica	O
62	per	O
62	valutazione	O
62	di	O
62	nevo	O
62	atipico	O
62	sulla	O
62	regione	O
62	dorsale	O
62	.	O
		
63	La	O
63	PET-TC	O
63	con	O
63	FDG	O
63	non	O
63	mostra	O
63	aree	O
63	di	O
63	iperaccumulo	O
63	patologico	O
63	di	O
63	tracciante	O
63	.	O
		
64	Fratello	O
64	deceduto	O
64	per	O
64	sclerosi	O
64	laterale	O
64	amiotrofica	O
64	(	O
64	SLA	O
64	)	O
64	a	O
64	55	O
64	anni	O
64	.	O
		
65	Paziente	O
65	affetto	O
65	da	O
65	BPCO	O
65	riacutizzata	O
65	,	O
65	si	O
65	prescrive	O
65	ciclo	O
65	di	O
65	corticosteroidi	O
65	orali	O
65	.	O
		
66	L'	O
66	ecografia	O
66	tiroidea	O
66	mostra	O
66	un	O
66	nodulo	O
66	solido	O
66	ipoecogeno	O
66	al	O
66	lobo	O
66	destro	O
66	di	O
66	1.5	O
66	cm.	O
		
67	Somministrata	O
67	morfina	O
67	10	O
67	mg	O
67	sottocute	O
67	per	O
67	il	O
67	controllo	O
67	del	O
67	dolore	O
67	oncologico	O
67	.	O
		
68	Le	O
68	transaminasi	O
68	(	O
68	AST	O
68	/	O
68	ALT	O
68	)	O
68	risultano	O
68	severamente	O
68	alterate	O
68	,	O
68	sospetta	O
68	epatite	O
68	acuta	O
68	.	O
		
69	Assenza	O
69	di	O
69	fratture	O
69	ossee	O
69	evidenti	O
69	alla	O
69	radiografia	O
69	del	O
69	bacino	O
69	e	O
69	delle	O
69	anche	O
69	.	O
		
70	Il	O
70	paziente	O
70	lamenta	O
70	parestesie	O
70	agli	O
70	arti	O
70	inferiori	O
70	,	O
70	probabile	O
70	neuropatia	O
70	diabetica	O
70	.	O
		
71	Si	O
71	prenota	O
71	esofagogastroduodenoscopia	O
71	(	O
71	EGDS	O
71	)	O
71	per	O
71	sospetta	O
71	ulcera	O
71	peptica	O
71	sanguinante	O
71	.	O
		
72	Riscontro	O
72	occasionale	O
72	di	O
72	cisti	O
72	renale	O
72	corticale	O
72	sinistra	O
72	di	O
72	3	O
72	cm	O
72	,	O
72	non	O
72	complicata	O
72	.	O
		
73	Terapia	O
73	con	O
73	Pantoprazolo	O
73	sospesa	O
73	per	O
73	risoluzione	O
73	della	O
73	sintomatologia	O
73	dispeptica	O
73	.	O
		
74	Il	O
74	consulto	O
74	psichiatrico	O
74	conferma	O
74	disturbo	O
74	d'	O
74	ansia	O
74	generalizzata	O
74	,	O
74	iniziato	O
74	Citalopram	O
74	.	O
		
75	La	O
75	sorella	O
75	è	O
75	stata	O
75	recentemente	O
75	diagnosticata	O
75	con	O
75	celiachia	O
75	.	O
		
76	Non	O
76	si	O
76	rilevano	O
76	segni	O
76	di	O
76	trombosi	O
76	venosa	O
76	profonda	O
76	(	O
76	TVP	O
76	)	O
76	all'	O
76	ecodoppler	O
76	degli	O
76	arti	O
76	inferiori	O
76	.	O
		
77	Dimissione	O
77	protetta	O
77	con	O
77	attivazione	O
77	dell'	O
77	assistenza	O
77	domiciliare	O
77	integrata	O
77	(	O
77	ADI	O
77	)	O
77	.	O
		
78	Applicato	O
78	gesso	O
78	brachio	O
78	-	O
78	metacarpale	O
78	per	O
78	frattura	O
78	composta	O
78	del	O
78	radio	O
78	distale	O
78	.	O
		
79	Urinocoltura	O
79	positiva	O
79	per	O
79	Escherichia	O
79	coli	O
79	con	O
79	carica	O
79	batterica	O
79	significativa	O
79	.	O
		
80	Sospetto	O
80	distacco	O
80	di	O
80	retina	O
80	all'	O
80	occhio	O
80	destro	O
80	,	O
80	inviato	O
80	d'	O
80	urgenza	O
80	in	O
80	oftalmologia	O
80	.	O
		
81	Il	O
81	paziente	O
81	non	O
81	tollera	O
81	gli	O
81	ACE	O
81	-	O
81	inibitori	O
81	a	O
81	causa	O
81	di	O
81	tosse	O
81	stizzosa	O
81	indotta	O
81	dal	O
81	farmaco	O
81	.	O
		
82	Rilevata	O
82	anemia	O
82	macrocitica	O
82	,	O
82	si	O
82	consiglia	O
82	dosaggio	O
82	di	O
82	vitamina	O
82	B12	O
82	e	O
82	folati	O
82	.	O
		
83	L'	O
83	angio-TC	O
83	esclude	O
83	la	O
83	presenza	O
83	di	O
83	embolia	O
83	polmonare	O
83	acuta	O
83	.	O
		
84	Paziente	O
84	obeso	O
84	(	O
84	BMI	O
84	35	O
84	)	O
84	con	O
84	sindrome	O
84	delle	O
84	apnee	O
84	ostruttive	O
84	del	O
84	sonno	O
84	(	O
84	OSAS	O
84	)	O
84	.	O
		
85	Zia	O
85	materna	O
85	affetta	O
85	da	O
85	cancro	O
85	al	O
85	seno	O
85	metastatico	O
85	.	O
		
86	Si	O
86	prescrive	O
86	collirio	O
86	a	O
86	base	O
86	di	O
86	Timololo	O
86	per	O
86	il	O
86	controllo	O
86	del	O
86	tono	O
86	oculare	O
86	.	O
		
87	Il	O
87	quadro	O
87	radiologico	O
87	è	O
87	compatibile	O
87	con	O
87	artrosi	O
87	severa	O
87	dell'	O
87	anca	O
87	destra	O
87	(	O
87	coxartrosi	O
87	)	O
87	.	O
		
88	Somministrazione	O
88	di	O
88	vaccino	O
88	antinfluenzale	O
88	quadrivalente	O
88	senza	O
88	reazioni	O
88	avverse	O
88	immediate	O
88	.	O
		
89	Sospetta	O
89	cistite	O
89	emorragica	O
89	,	O
89	si	O
89	consiglia	O
89	abbondante	O
89	idratazione	O
89	e	O
89	Ciprofloxacina	O
89	.	O
		
90	All'	O
90	esame	O
90	del	O
90	fondo	O
90	oculare	O
90	non	O
90	si	O
90	evidenziano	O
90	segni	O
90	di	O
90	retinopatia	O
90	diabetica	O
90	proliferante	O
90	.	O
		
91	La	O
91	paziente	O
91	assume	O
91	regolarmente	O
91	contraccettivi	O
91	orali	O
91	da	O
91	5	O
91	anni	O
91	.	O
		
92	Eseguito	O
92	raschiamento	O
92	uterino	O
92	per	O
92	aborto	O
92	spontaneo	O
92	incompleto	O
92	.	O
		
93	Non	O
93	si	O
93	apprezzano	O
93	masse	O
93	addominali	O
93	pulsanti	O
93	suggestive	O
93	per	O
93	aneurisma	O
93	dell'	O
93	aorta	O
93	.	O
		
94	Paziente	O
94	in	O
94	coma	O
94	farmacologico	O
94	indotto	O
94	da	O
94	Propofol	O
94	post	O
94	-	O
94	trauma	O
94	cranico	O
94	grave	O
94	.	O
		
95	Lesione	O
95	eritemato	O
95	-	O
95	desquamativa	O
95	al	O
95	cuoio	O
95	capelluto	O
95	compatibile	O
95	con	O
95	psoriasi	O
95	.	O
		
96	L'	O
96	audiometria	O
96	tonale	O
96	evidenzia	O
96	ipoacusia	O
96	neurosensoriale	O
96	bilaterale	O
96	simmetrica	O
96	.	O
		
97	Si	O
97	sospetta	O
97	miastenia	O
97	gravis	O
97	,	O
97	indicato	O
97	dosaggio	O
97	anticorpi	O
97	anti	O
97	-	O
97	recettore	O
97	acetilcolina	O
97	.	O
		
98	La	O
98	figlia	O
98	presenta	O
98	episodi	O
98	ricorrenti	O
98	di	O
98	otite	O
98	media	O
98	acuta	O
98	.	O
		
99	Consigliata	O
99	profilassi	O
99	antimalarica	O
99	con	O
99	Meflochina	O
99	in	O
99	vista	O
99	di	O
99	viaggio	O
99	in	O
99	area	O
99	endemica	O
99	.	O
		
100	Assenza	O
100	di	O
100	segni	O
100	di	O
100	peritonite	O
100	,	O
100	addome	O
100	trattabile	O
100	e	O
100	non	O
100	dolente	O
100	alla	O
100	decompressione	O
100	.	O
		
